id,timestamp,vehicleId,event
378,2023-12-14T17:34:28Z,sprint-5,not_ready
379,2023-12-14T17:35:11Z,sprint-3,not_ready
380,2023-12-14T17:35:50Z,sprint-5,vehicle_error
381,2023-12-14T17:35:57Z,sprint-5,running
382,2023-12-14T17:36:48Z,sprint-5,not_ready
383,2023-12-14T17:38:51Z,sprint-5,running
384,2023-12-14T17:39:59Z,sprint-5,not_ready
385,2023-12-14T17:41:00Z,sprint-3,offline
386,2023-12-14T17:45:00Z,sprint-5,offline
387,2023-12-14T17:52:23Z,sprint-3,vehicle_error
388,2023-12-14T17:53:10Z,sprint-3,running
389,2023-12-14T17:53:18Z,sprint-3,not_ready
390,2023-12-14T17:56:01Z,sprint-3,running
391,2023-12-14T17:56:08Z,sprint-3,not_ready
392,2023-12-14T17:58:26Z,sprint-3,vehicle_error
393,2023-12-14T17:58:28Z,sprint-3,running
394,2023-12-14T17:59:13Z,sprint-3,not_ready
395,2023-12-14T17:59:43Z,sprint-3,running
396,2023-12-14T17:59:47Z,sprint-3,not_ready
397,2023-12-14T17:59:51Z,sprint-3,running
398,2023-12-14T17:59:54Z,sprint-3,ready
399,2023-12-14T18:00:20Z,sprint-3,running
400,2023-12-14T18:00:44Z,sprint-3,not_ready
401,2023-12-14T18:03:54Z,sprint-3,error
402,2023-12-14T18:03:54Z,sprint-3,vehicle_error
403,2023-12-14T18:06:46Z,sprint-3,not_ready
404,2023-12-14T18:08:41Z,sprint-3,running
405,2023-12-14T18:09:23Z,sprint-3,not_ready
406,2023-12-14T18:15:00Z,sprint-3,offline
407,2023-12-14T18:15:01Z,sprint-3,offline
408,2023-12-14T18:28:10Z,sprint-4,not_ready
409,2023-12-14T18:44:50Z,sprint-4,running
410,2023-12-14T18:44:52Z,sprint-4,not_ready
411,2023-12-14T18:45:24Z,sprint-4,ready
412,2023-12-14T18:45:25Z,sprint-4,not_ready
413,2023-12-14T18:50:56Z,sprint-5,error
414,2023-12-14T18:50:57Z,sprint-5,vehicle_error
415,2023-12-14T18:50:57Z,sprint-5,not_ready
416,2023-12-14T18:54:52Z,sprint-4,vehicle_error
417,2023-12-14T18:54:52Z,sprint-4,not_ready
